"the_geom","objectid_1","park","park_no","facility_n","facility_t","x_coord","y_coord","gisobjid"
"POINT (-87.62890447239948 41.914073115698066)","527","LINCOLN (ABRAHAM)","100.0","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.62890447","41.91407312","3040.0"
"POINT (-87.64253932520239 41.95155100239589)","528","LINCOLN (ABRAHAM)","100.0","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.64253933","41.951551","3041.0"
"POINT (-87.63529868917675 41.9243687430063)","529","LINCOLN (ABRAHAM)","100.0","CONSERVATORY","SPECIAL","-87.63529869","41.92436874","3042.0"
"POINT (-87.64913847914598 41.96996592697372)","530","LINCOLN (ABRAHAM)","100.0","DOG FRIENDLY AREA","OUTDOOR","-87.64913848","41.96996593","3043.0"
"POINT (-87.64304350278763 41.96887387128841)","531","LINCOLN (ABRAHAM)","100.0","DOG FRIENDLY AREA","OUTDOOR","-87.6430435","41.96887387","3044.0"
"POINT (-87.6351934814854 41.92276161805728)","532","LINCOLN (ABRAHAM)","100.0","GARDEN","OUTDOOR","-87.63519348","41.92276162","3045.0"
"POINT (-87.64120612899055 41.95226692433669)","533","LINCOLN (ABRAHAM)","100.0","GOLF COURSE","OUTDOOR","-87.64120613","41.95226692","3046.0"
"POINT (-87.63471095163368 41.934113616079046)","534","LINCOLN (ABRAHAM)","100.0","GOLF DRIVING RANGE","OUTDOOR","-87.63471095","41.93411362","3047.0"
"POINT (-87.62837111517366 41.91330046373721)","535","LINCOLN (ABRAHAM)","100.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.62837112","41.91330046","3048.0"
"POINT (-87.62807568075198 41.91404330324147)","536","LINCOLN (ABRAHAM)","100.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.62807568","41.9140433","3049.0"
"POINT (-87.62971477738672 41.91404073799042)","537","LINCOLN (ABRAHAM)","100.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.62971478","41.91404074","3050.0"
"POINT (-87.62823631094837 41.91480156510431)","538","LINCOLN (ABRAHAM)","100.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.62823631","41.91480157","3051.0"
"POINT (-87.62941783069532 41.91492240505882)","539","LINCOLN (ABRAHAM)","100.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.62941783","41.91492241","3052.0"
"POINT (-87.64309426201328 41.951002663059334)","540","LINCOLN (ABRAHAM)","100.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.64309426","41.95100266","3053.0"
"POINT (-87.6418002490976 41.951152096208766)","541","LINCOLN (ABRAHAM)","100.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.64180025","41.9511521","3054.0"
"POINT (-87.64216254534347 41.952176210390874)","542","LINCOLN (ABRAHAM)","100.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.64216255","41.95217621","3055.0"
"POINT (-87.64344877833612 41.951862359606736)","543","LINCOLN (ABRAHAM)","100.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.64344878","41.95186236","3056.0"
"POINT (-87.6468499123742 41.96751006218056)","544","LINCOLN (ABRAHAM)","100.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.64684991","41.96751006","3057.0"
"POINT (-87.6453777733328 41.967979595457194)","545","LINCOLN (ABRAHAM)","100.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.64537777","41.9679796","3058.0"
"POINT (-87.64575752586333 41.96842832556303)","546","LINCOLN (ABRAHAM)","100.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.64575753","41.96842833","3059.0"
"POINT (-87.6461206436368 41.96910018276894)","547","LINCOLN (ABRAHAM)","100.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.64612064","41.96910018","3060.0"
"POINT (-87.6468030747711 41.96789245804632)","548","LINCOLN (ABRAHAM)","100.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.64680307","41.96789246","3061.0"
"POINT (-87.64997548078466 41.973175165632796)","549","LINCOLN (ABRAHAM)","100.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.64997548","41.97317517","3062.0"
"POINT (-87.63450883737467 41.93390839245558)","550","LINCOLN (ABRAHAM)","100.0","GOLF PUTTING GREEN","OUTDOOR","-87.63450884","41.93390839","3063.0"
"POINT (-87.63599664956243 41.92088324297315)","551","LINCOLN (ABRAHAM)","100.0","PLAYGROUND","OUTDOOR","-87.63599665","41.92088324","3064.0"
"POINT (-87.63804094889416 41.93005570079118)","552","LINCOLN (ABRAHAM)","100.0","PLAYGROUND","OUTDOOR","-87.63804095","41.9300557","3065.0"
"POINT (-87.63687191680077 41.93817393683071)","553","LINCOLN (ABRAHAM)","100.0","PLAYGROUND","OUTDOOR","-87.63687192","41.93817394","3066.0"
"POINT (-87.64389513308642 41.95326215765945)","554","LINCOLN (ABRAHAM)","100.0","PLAYGROUND","OUTDOOR","-87.64389513","41.95326216","3067.0"
"POINT (-87.6459030096839 41.96345946971495)","555","LINCOLN (ABRAHAM)","100.0","PLAYGROUND","OUTDOOR","-87.64590301","41.96345947","3068.0"
"POINT (-87.64681750021218 41.97052875731099)","556","LINCOLN (ABRAHAM)","100.0","PLAYGROUND","OUTDOOR","-87.6468175","41.97052876","3069.0"
"POINT (-87.64959655716409 41.972639844200344)","557","LINCOLN (ABRAHAM)","100.0","PLAYGROUND","OUTDOOR","-87.64959656","41.97263984","3070.0"
"POINT (-87.65358749581353 41.984788649930145)","558","LINCOLN (ABRAHAM)","100.0","PLAYGROUND","OUTDOOR","-87.6535875","41.98478865","3071.0"
"POINT (-87.63411230073827 41.934072853938424)","559","LINCOLN (ABRAHAM)","100.0","PLAYGROUND","OUTDOOR","-87.6341123","41.93407285","3072.0"
"POINT (-87.63187807463996 41.923643411174595)","560","LINCOLN (ABRAHAM)","100.0","ROWING CLUB","SPECIAL","-87.63187807","41.92364341","3073.0"
"POINT (-87.64601428904261 41.966701263770744)","561","LINCOLN (ABRAHAM)","100.0","SKATE PARK","OUTDOOR","-87.64601429","41.96670126","3074.0"
"POINT (-87.62650651989047 41.91495628107999)","562","LINCOLN (ABRAHAM)","100.0","SPORT ROLLER COURT","OUTDOOR","-87.62650652","41.91495628","3075.0"
"POINT (-87.6488164860589 41.97762145951509)","563","LINCOLN (ABRAHAM)","100.0","SPRAY FEATURE","OUTDOOR","-87.64881649","41.97762146","3076.0"
"POINT (-87.63269799169728 41.93378109852622)","564","LINCOLN (ABRAHAM)","100.0","TENNIS COURT","OUTDOOR","-87.63269799","41.9337811","3077.0"
"POINT (-87.63287483658355 41.93377441306678)","565","LINCOLN (ABRAHAM)","100.0","TENNIS COURT","OUTDOOR","-87.63287484","41.93377441","3078.0"
"POINT (-87.63306207921008 41.933767791651654)","566","LINCOLN (ABRAHAM)","100.0","TENNIS COURT","OUTDOOR","-87.63306208","41.93376779","3079.0"
"POINT (-87.63322835523185 41.93377656921546)","567","LINCOLN (ABRAHAM)","100.0","TENNIS COURT","OUTDOOR","-87.63322836","41.93377657","3080.0"
"POINT (-87.6328919793301 41.934108385094724)","568","LINCOLN (ABRAHAM)","100.0","TENNIS COURT","OUTDOOR","-87.63289198","41.93410839","3081.0"
"POINT (-87.63306873896936 41.93410946328198)","569","LINCOLN (ABRAHAM)","100.0","TENNIS COURT","OUTDOOR","-87.63306874","41.93410946","3082.0"
"POINT (-87.63326638040873 41.934102904056665)","570","LINCOLN (ABRAHAM)","100.0","TENNIS COURT","OUTDOOR","-87.63326638","41.9341029","3083.0"
"POINT (-87.6329089511357 41.934457884084544)","571","LINCOLN (ABRAHAM)","100.0","TENNIS COURT","OUTDOOR","-87.63290895","41.93445788","3084.0"
"POINT (-87.6330857129463 41.93445896226028)","572","LINCOLN (ABRAHAM)","100.0","TENNIS COURT","OUTDOOR","-87.63308571","41.93445896","3085.0"
"POINT (-87.64302839779334 41.95000891976822)","573","LINCOLN (ABRAHAM)","100.0","TENNIS COURT","OUTDOOR","-87.6430284","41.95000892","3086.0"
"POINT (-87.64284613466174 41.95004355604447)","574","LINCOLN (ABRAHAM)","100.0","TENNIS COURT","OUTDOOR","-87.64284613","41.95004356","3087.0"
"POINT (-87.64267336493502 41.95008539505783)","575","LINCOLN (ABRAHAM)","100.0","TENNIS COURT","OUTDOOR","-87.64267336","41.9500854","3088.0"
"POINT (-87.64251966413866 41.950134494467235)","576","LINCOLN (ABRAHAM)","100.0","TENNIS COURT","OUTDOOR","-87.64251966","41.95013449","3089.0"
"POINT (-87.64233747636058 41.95016198356995)","577","LINCOLN (ABRAHAM)","100.0","TENNIS COURT","OUTDOOR","-87.64233748","41.95016198","3090.0"
"POINT (-87.64245852492556 41.95047715311141)","578","LINCOLN (ABRAHAM)","100.0","TENNIS COURT","OUTDOOR","-87.64245852","41.95047715","3091.0"
"POINT (-87.6426217226506 41.950435256840116)","579","LINCOLN (ABRAHAM)","100.0","TENNIS COURT","OUTDOOR","-87.64262172","41.95043526","3092.0"
"POINT (-87.64279433789693 41.95040770971392)","580","LINCOLN (ABRAHAM)","100.0","TENNIS COURT","OUTDOOR","-87.64279434","41.95040771","3093.0"
"POINT (-87.64296695299798 41.950380162326944)","581","LINCOLN (ABRAHAM)","100.0","TENNIS COURT","OUTDOOR","-87.64296695","41.95038016","3094.0"
"POINT (-87.6431397233372 41.95033832287843)","582","LINCOLN (ABRAHAM)","100.0","TENNIS COURT","OUTDOOR","-87.64313972","41.95033832","3095.0"
"POINT (-87.64317583117136 41.95249317360476)","583","LINCOLN (ABRAHAM)","100.0","TENNIS COURT","OUTDOOR","-87.64317583","41.95249317","3096.0"
"POINT (-87.64333895653358 41.95245842181489)","584","LINCOLN (ABRAHAM)","100.0","TENNIS COURT","OUTDOOR","-87.64333896","41.95245842","3097.0"
"POINT (-87.64349250821321 41.952423613169344)","585","LINCOLN (ABRAHAM)","100.0","TENNIS COURT","OUTDOOR","-87.64349251","41.95242361","3098.0"
"POINT (-87.64365563323152 41.95238886092649)","586","LINCOLN (ABRAHAM)","100.0","TENNIS COURT","OUTDOOR","-87.64365563","41.95238886","3099.0"
"POINT (-87.643818604029 41.95236840115565)","587","LINCOLN (ABRAHAM)","100.0","TENNIS COURT","OUTDOOR","-87.6438186","41.9523684","3100"
"POINT (-87.64329688813551 41.95280834219858)","588","LINCOLN (ABRAHAM)","100.0","TENNIS COURT","OUTDOOR","-87.64329689","41.95280834","3101.0"
"POINT (-87.64345051775491 41.95276638636597)","589","LINCOLN (ABRAHAM)","100.0","TENNIS COURT","OUTDOOR","-87.64345052","41.95276639","3102.0"
"POINT (-87.64360391603053 41.9527458693816)","590","LINCOLN (ABRAHAM)","100.0","TENNIS COURT","OUTDOOR","-87.64360392","41.95274587","3103.0"
"POINT (-87.6437766153566 41.95271117448815)","591","LINCOLN (ABRAHAM)","100.0","TENNIS COURT","OUTDOOR","-87.64377662","41.95271117","3104.0"
"POINT (-87.64393966274473 41.95268356819285)","592","LINCOLN (ABRAHAM)","100.0","TENNIS COURT","OUTDOOR","-87.64393966","41.95268357","3105.0"
"POINT (-87.67523603578486 41.78318809470222)","593","LINDBLOM (ROBERT)","243.0","BASKETBALL COURT","OUTDOOR","-87.67523604","41.78318809","3106.0"
"POINT (-87.67524169840154 41.78339874749742)","594","LINDBLOM (ROBERT)","243.0","BASKETBALL COURT","OUTDOOR","-87.6752417","41.78339875","3107.0"
"POINT (-87.67473554763359 41.783375299912336)","595","LINDBLOM (ROBERT)","243.0","FITNESS CENTER","INDOOR","-87.67473555","41.7833753","3109.0"
"POINT (-87.67458798148456 41.78336863844674)","596","LINDBLOM (ROBERT)","243.0","GYMNASIUM","INDOOR","-87.67458798","41.78336864","3110.0"
"POINT (-87.6756497282969 41.78477596319591)","597","LINDBLOM (ROBERT)","243.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.67564973","41.78477596","3111.0"
"POINT (-87.67441460831023 41.78478058666102)","598","LINDBLOM (ROBERT)","243.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.67441461","41.78478059","3112.0"
"POINT (-87.674369117468 41.78387934112873)","599","LINDBLOM (ROBERT)","243.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.67436912","41.78387934","3113.0"
"POINT (-87.67563554635592 41.7838690468591)","600","LINDBLOM (ROBERT)","243.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.67563555","41.78386905","3114.0"
"POINT (-87.67460423463388 41.78305576237897)","601","LINDBLOM (ROBERT)","243.0","POOL (OUTDOOR)","OUTDOOR","-87.67460423","41.78305576","3115.0"
"POINT (-87.6744755515839 41.78264548563713)","602","LINDBLOM (ROBERT)","243.0","PLAYGROUND","OUTDOOR","-87.67447555","41.78264549","3116.0"
"POINT (-87.67549470719253 41.78235294790531)","603","LINDBLOM (ROBERT)","243.0","TENNIS COURT","OUTDOOR","-87.67549471","41.78235295","3119.0"
"POINT (-87.67533832382044 41.782357902835365)","604","LINDBLOM (ROBERT)","243.0","TENNIS COURT","OUTDOOR","-87.67533832","41.7823579","3120.0"
"POINT (-87.72591575340736 41.90209219497053)","605","LINDEN","308.0","BASKETBALL COURT","OUTDOOR","-87.72591575","41.90209219","3121.0"
"POINT (-87.72584855859138 41.901791580999856)","606","LINDEN","308.0","PLAYGROUND","OUTDOOR","-87.72584856","41.90179158","3122.0"
"POINT (-87.72591484564511 41.90192399516301)","607","LINDEN","308.0","SPRAY FEATURE","OUTDOOR","-87.72591485","41.901924","3123.0"
"POINT (-87.68134562399894 41.801708220802176)","608","LITTLE VENICE","1055.0","PLAYGROUND","OUTDOOR","-87.68134562","41.80170822","3124.0"
"POINT (-87.68161264733406 41.801917041541365)","609","LITTLE VENICE","1055.0","SPRAY FEATURE","OUTDOOR","-87.68161265","41.80191704","3125.0"
"POINT (-87.68913302436057 41.92857973931828)","610","LOGAN SQUARE SKATE PARK","549.0","SKATE PARK","OUTDOOR","-87.68913302","41.92857974","3126.0"
"POINT (-87.7117451859095 41.85737860880321)","611","LONDON (LOUIS)","1120.0","PLAYGROUND","OUTDOOR","-87.71174519","41.85737861","3127.0"
"POINT (-87.64142079851581 41.79901376178796)","612","LOWE (SAMUEL)","1044.0","BASKETBALL COURT","OUTDOOR","-87.6414208","41.79901376","3128.0"
"POINT (-87.64101202051633 41.79872519817834)","613","LOWE (SAMUEL)","1044.0","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.64101202","41.7987252","3129.0"
"POINT (-87.6406551288197 41.799072511614945)","614","LOWE (SAMUEL)","1044.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.64065513","41.79907251","3130.0"
"POINT (-87.64088424372947 41.799489036742166)","615","LOWE (SAMUEL)","1044.0","PLAYGROUND","OUTDOOR","-87.64088424","41.79948904","3131.0"
"POINT (-87.64116843540107 41.79967210128277)","616","LOWE (SAMUEL)","1044.0","SPRAY FEATURE","OUTDOOR","-87.64116844","41.7996721","3132.0"
"POINT (-87.64127693802844 41.798272190795785)","617","LOWE (SAMUEL)","1044.0","BASEBALL SR","OUTDOOR","-87.64127694","41.79827219","3133.0"
"POINT (-87.66170244060835 42.012388902505904)","618","LOYOLA","115.0","BASKETBALL COURT","OUTDOOR","-87.66170244","42.0123889","3134.0"
"POINT (-87.65909651314273 42.00976786666404)","619","LOYOLA","115.0","BEACH","OUTDOOR","-87.65909651","42.00976787","3135.0"
"POINT (-87.65840770213192 42.00726255391862)","620","LOYOLA","115.0","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.6584077","42.00726255","3136.0"
"POINT (-87.66159961606016 42.01089057245278)","621","LOYOLA","115.0","GYMNASIUM","INDOOR","-87.66159962","42.01089057","3137.0"
"POINT (-87.66248470040149 42.012211063055695)","622","LOYOLA","115.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.6624847","42.01221106","3138.0"
"POINT (-87.66061040114101 42.010895709134)","623","LOYOLA","115.0","PLAYGROUND","OUTDOOR","-87.6606104","42.01089571","3139.0"
"POINT (-87.66208737915899 42.01122717922811)","624","LOYOLA","115.0","BASEBALL SR","OUTDOOR","-87.66208738","42.01122718","3140.0"
"POINT (-87.65816288081426 42.00644341264997)","625","LOYOLA","115.0","TENNIS COURT","OUTDOOR","-87.65816288","42.00644341","3141.0"
"POINT (-87.65833292538794 42.00644004075123)","626","LOYOLA","115.0","TENNIS COURT","OUTDOOR","-87.65833293","42.00644004","3142.0"
"POINT (-87.65850887642227 42.00643233046328)","627","LOYOLA","115.0","TENNIS COURT","OUTDOOR","-87.65850888","42.00643233","3143.0"
"POINT (-87.6586788285743 42.00643770142977)","628","LOYOLA","115.0","TENNIS COURT","OUTDOOR","-87.65867883","42.0064377","3144.0"
"POINT (-87.56723701159936 41.71282065844843)","629","LUELLA","1122.0","BASKETBALL COURT","OUTDOOR","-87.56723701","41.71282066","3145.0"
"POINT (-87.56767197191574 41.7125974596141)","630","LUELLA","1122.0","PLAYGROUND","OUTDOOR","-87.56767197","41.71259746","3146.0"
"POINT (-87.64668702057486 41.792641957058784)","631","LUNA","440.0","PLAYGROUND","OUTDOOR","-87.64668702","41.79264196","3147.0"
"POINT (-87.68751571868013 42.008417074568214)","632","LUNT (ORRINGTON, STEPHEN)","1123.0","PLAYGROUND","OUTDOOR","-87.68751572","42.00841707","3148.0"
"POINT (-87.63976836686032 41.75522403756366)","633","LYLE (JOHN)","1267.0","PLAYGROUND","OUTDOOR","-87.63976837","41.75522404","3149.0"
"POINT (-87.70702598758177 41.87311719444142)","634","MAGNOLIA","333.0","PLAYGROUND","OUTDOOR","-87.70702599","41.87311719","3150.0"
"POINT (-87.70710486583062 41.87295013917028)","635","MAGNOLIA","333.0","SPRAY FEATURE","OUTDOOR","-87.70710487","41.87295014","3151.0"
"POINT (-87.63464044206187 41.795401680618696)","636","MALUS","394.0","PLAYGROUND","OUTDOOR","-87.63464044","41.79540168","3152.0"
"POINT (-87.60761403790545 41.82303834876547)","637","MANDRAKE (HENRY BROWN)","504.0","BASKETBALL COURT","OUTDOOR","-87.60761404","41.82303835","3153.0"
"POINT (-87.6078161442511 41.82303194103739)","638","MANDRAKE (HENRY BROWN)","504.0","BASKETBALL COURT","OUTDOOR","-87.60781614","41.82303194","3154.0"
"POINT (-87.60900132762825 41.82299843975763)","639","MANDRAKE (HENRY BROWN)","504.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.60900133","41.82299844","3155.0"
"POINT (-87.60816556959294 41.823625822535305)","640","MANDRAKE (HENRY BROWN)","504.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.60816557","41.82362582","3156.0"
"POINT (-87.60721372310894 41.82331244557568)","641","MANDRAKE (HENRY BROWN)","504.0","PLAYGROUND","OUTDOOR","-87.60721372","41.82331245","3157.0"
"POINT (-87.60757723393566 41.82356831805983)","642","MANDRAKE (HENRY BROWN)","504.0","TENNIS COURT","OUTDOOR","-87.60757723","41.82356832","3158.0"
"POINT (-87.60779297992305 41.82356711953975)","643","MANDRAKE (HENRY BROWN)","504.0","TENNIS COURT","OUTDOOR","-87.60779298","41.82356712","3159.0"
"POINT (-87.60582492613041 41.82390629441025)","644","MANDRAKE (HENRY BROWN)","504.0","TRACK","OUTDOOR","-87.60582493","41.82390629","3160.0"
"POINT (-87.55088649288466 41.65820545482853)","645","MANN (JAMES)","17.0","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.55088649","41.65820545","3161.0"
"POINT (-87.55090995039617 41.65678177644691)","646","MANN (JAMES)","17.0","GYMNASIUM","INDOOR","-87.55090995","41.65678178","3163.0"
"POINT (-87.55088906403115 41.65645018352221)","647","MANN (JAMES)","17.0","POOL (INDOOR)","INDOOR","-87.55088906","41.65645018","3164.0"
"POINT (-87.55095343820219 41.655841838031364)","648","MANN (JAMES)","17.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.55095344","41.65584184","3165.0"
"POINT (-87.55001808820471 41.6570658919194)","649","MANN (JAMES)","17.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.55001809","41.65706589","3166.0"
"POINT (-87.55150216501593 41.657587891068154)","650","MANN (JAMES)","17.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.55150217","41.65758789","3167.0"
"POINT (-87.55001655414806 41.65770927175967)","651","MANN (JAMES)","17.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.55001655","41.65770927","3168.0"
"POINT (-87.55150003492822 41.658799515528436)","652","MANN (JAMES)","17.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.55150003","41.65879952","3169.0"
"POINT (-87.54999514341083 41.655858792632046)","653","MANN (JAMES)","17.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.54999514","41.65585879","3170.0"
"POINT (-87.55146526325214 41.65701469399671)","654","MANN (JAMES)","17.0","PLAYGROUND","OUTDOOR","-87.55146526","41.65701469","3171.0"
"POINT (-87.55050734166481 41.65648219101477)","655","MANN (JAMES)","17.0","SPRAY FEATURE","OUTDOOR","-87.55050734","41.65648219","3172.0"
"POINT (-87.55027534005646 41.658575149967966)","656","MANN (JAMES)","17.0","BASEBALL SR","OUTDOOR","-87.55027534","41.65857515","3173.0"
"POINT (-87.55162939758364 41.655869919049216)","657","MANN (JAMES)","17.0","TENNIS COURT","OUTDOOR","-87.5516294","41.65586992","3174.0"
"POINT (-87.5514602798851 41.65587346507766)","658","MANN (JAMES)","17.0","TENNIS COURT","OUTDOOR","-87.55146028","41.65587347","3175.0"
"POINT (-87.5514625089799 41.65620691634263)","659","MANN (JAMES)","17.0","TENNIS COURT","OUTDOOR","-87.55146251","41.65620692","3176.0"
"POINT (-87.55163168433587 41.65619867435841)","660","MANN (JAMES)","17.0","TENNIS COURT","OUTDOOR","-87.55163168","41.65619867","3177.0"
"POINT (-87.70984908463996 41.918762869780046)","661","MAPLE","1283.0","PLAYGROUND","OUTDOOR","-87.70984908","41.91876287","3178.0"
"POINT (-87.69140378955387 41.91114612767447)","662","MAPLEWOOD","1045.0","BASKETBALL COURT","OUTDOOR","-87.69140379","41.91114613","3179.0"
"POINT (-87.69115584988343 41.91177789234347)","663","MAPLEWOOD","1045.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.69115585","41.91177789","3180.0"
"POINT (-87.691116674569 41.91106631807751)","664","MAPLEWOOD","1045.0","PLAYGROUND","OUTDOOR","-87.69111667","41.91106632","3181.0"
"POINT (-87.74237372985944 41.96288588514164)","666","MAYFAIR","86.0","PLAYGROUND","OUTDOOR","-87.74237373","41.96288589","3256.0"
"POINT (-87.7422932360172 41.96305050480783)","667","MAYFAIR","86.0","SPRAY FEATURE","OUTDOOR","-87.74229324","41.9630505","3257.0"
"POINT (-87.64801929497051 41.84136627384415)","668","MCGUANE (JOHN)","2.0","BASKETBALL COURT","OUTDOOR","-87.64801929","41.84136627","3258.0"
"POINT (-87.64739018117592 41.84053263361965)","669","MCGUANE (JOHN)","2.0","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.64739018","41.84053263","3259.0"
"POINT (-87.64850626398953 41.841012596961306)","670","MCGUANE (JOHN)","2.0","FITNESS CENTER","INDOOR","-87.64850626","41.8410126","3260.0"
"POINT (-87.64859979276189 41.84114500317228)","671","MCGUANE (JOHN)","2.0","GYMNASIUM","INDOOR","-87.64859979","41.841145","3261.0"
"POINT (-87.64846536691108 41.84038437647017)","672","MCGUANE (JOHN)","2.0","HORSESHOE COURT","OUTDOOR","-87.64846537","41.84038438","3262.0"
"POINT (-87.64873393720562 41.841284413004885)","673","MCGUANE (JOHN)","2.0","POOL (INDOOR)","INDOOR","-87.64873394","41.84128441","3263.0"
"POINT (-87.64807386414643 41.840136994828825)","674","MCGUANE (JOHN)","2.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.64807386","41.84013699","3264.0"
"POINT (-87.64775698033148 41.84091350950287)","675","MCGUANE (JOHN)","2.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.64775698","41.84091351","3265.0"
"POINT (-87.64668832048193 41.840920902835514)","676","MCGUANE (JOHN)","2.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.64668832","41.8409209","3266.0"
"POINT (-87.64926334575364 41.841325470110434)","677","MCGUANE (JOHN)","2.0","PLAYGROUND","OUTDOOR","-87.64926335","41.84132547","3267.0"
"POINT (-87.64895345259126 41.84143872344164)","678","MCGUANE (JOHN)","2.0","SPRAY FEATURE","OUTDOOR","-87.64895345","41.84143872","3268.0"
"POINT (-87.64677029474987 41.840146431915244)","679","MCGUANE (JOHN)","2.0","BASEBALL SR","OUTDOOR","-87.64677029","41.84014643","3269.0"
"POINT (-87.64737040671494 41.84131418041905)","680","MCGUANE (JOHN)","2.0","TENNIS COURT","OUTDOOR","-87.64737041","41.84131418","3270.0"
"POINT (-87.64719067474755 41.8413234401361)","681","MCGUANE (JOHN)","2.0","TENNIS COURT","OUTDOOR","-87.64719067","41.84132344","3271.0"
"POINT (-87.64702479603231 41.84132933762417)","682","MCGUANE (JOHN)","2.0","TENNIS COURT","OUTDOOR","-87.6470248","41.84132934","3272.0"
"POINT (-87.64684513761502 41.84133170778656)","683","MCGUANE (JOHN)","2.0","TENNIS COURT","OUTDOOR","-87.64684514","41.84133171","3273.0"
"POINT (-87.64666087287877 41.8413340510293)","684","MCGUANE (JOHN)","2.0","TENNIS COURT","OUTDOOR","-87.64666087","41.84133405","3274.0"
"POINT (-87.64525947299104 41.81306030895392)","685","MCINERNEY (THOMAS)","443.0","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.64525947","41.81306031","3275.0"
"POINT (-87.64467065737533 41.81274855869115)","686","MCINERNEY (THOMAS)","443.0","PLAYGROUND","OUTDOOR","-87.64467066","41.81274856","3276.0"
"POINT (-87.64156621410615 41.82920074093758)","687","MCKEON (JOSEPH)","1162.0","PLAYGROUND","OUTDOOR","-87.64156621","41.82920074","3277.0"
"POINT (-87.70293574015568 41.69837093974601)","688","MCKIERNAN (DAVID)","1060.0","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.70293574","41.69837094","3278.0"
"POINT (-87.70326107167108 41.69807297718065)","689","MCKIERNAN (DAVID)","1060.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.70326107","41.69807298","3279.0"
"POINT (-87.70329024601736 41.698658647802)","690","MCKIERNAN (DAVID)","1060.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.70329025","41.69865865","3280.0"
"POINT (-87.70252334523292 41.69812236526016)","691","MCKIERNAN (DAVID)","1060.0","PLAYGROUND","OUTDOOR","-87.70252335","41.69812237","3281.0"
"POINT (-87.70245019466385 41.698001450965776)","692","MCKIERNAN (DAVID)","1060.0","SPRAY FEATURE","OUTDOOR","-87.70245019","41.69800145","3282.0"
"POINT (-87.68010718531845 41.825657571666724)","693","MCKINLEY (WILLIAM)","23.0","ARTIFICIAL TURF REG","OUTDOOR","-87.68009967","41.82557566","3283.0"
"POINT (-87.68070325648945 41.82344676422799)","694","MCKINLEY (WILLIAM)","23.0","BASKETBALL COURT","OUTDOOR","-87.68070326","41.82344676","3284.0"
"POINT (-87.68089078099842 41.823433075499125)","695","MCKINLEY (WILLIAM)","23.0","BASKETBALL COURT","OUTDOOR","-87.68089078","41.82343308","3285.0"
"POINT (-87.67860495969575 41.82475399442394)","696","MCKINLEY (WILLIAM)","23.0","CASTING PIER","OUTDOOR","-87.67860496","41.82475399","3288.0"
"POINT (-87.6824500558332 41.82502510550798)","697","MCKINLEY (WILLIAM)","23.0","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.68245006","41.82502511","3289.0"
"POINT (-87.68275427740136 41.82374920697976)","698","MCKINLEY (WILLIAM)","23.0","GYMNASIUM","INDOOR","-87.68275428","41.82374921","3290.0"
