Ruta,Origen,Destino,route_length,route_time,rain_length,heat_length,wind_length,rh_length,,
"[261262784, 261255915, 261163486, 261270084, 256170700, 261254725, 261268629, 261180497, 261325828, 1475142956, 306056276, 261293495, 261286567, 261181663, 4081947070, 4081947072, 261159125, 261159119, 261185513, 308436765, 261139117, 261185512, 261187496, 289550451, 261269662, 261269660, 261098881, 8499816162, 26703640, 26703646, 26703648, 26703650, 260098503, 260098507, 260098559, 296373587, 48991450, 8725822327, 296370790, 1594888735, 296370420, 296370597, 296369597, 296370896, 296370957, 296371089, 4255701177, 296371182, 296371197, 296371331, 377189560, 377189436, 369872302, 261170559, 261170558, 43510493, 2424399938, 261170556, 261170554, 43513140, 369882174, 258967486, 917879910, 918512685, 354053097, 346054074, 261170547, 4909750702, 261119854, 261170545, 261170544, 261170543, 261170542, 261163631, 261170541, 261170540, 261170539, 261170538, 261170537, 261170535, 9223647485, 9223647487, 9223647482, 261170710, 261170711, 261170712, 261220989, 261132180, 261220992, 261220993, 261115577, 261115576, 261115574, 261143243, 261198988]",261262784,261198988,11154,819,819,243873698,2497473,76371657,20250703,t12z
"[261125685, 365455010, 256170765, 310337391, 266720632, 266720640, 105254026, 266720646, 305906681, 305906582, 305906578, 288471023, 256170760, 288470906, 10278623786, 12459407682, 12236479205, 261160337, 256170759, 26699799, 26699807, 26703423, 310319149, 26703426, 9194526721, 26703434, 26703435, 26703510, 26703625, 26703636, 287237745, 26703638, 8499816162, 26703640, 26703646, 26703648, 26703650, 260098503, 260098507, 260098559, 296373587, 48991450, 8725822327, 296370790, 1594888735, 296370420, 296370597, 296369597, 296370896, 296370957, 296371089, 4255701177, 296371182, 296371197, 296371331, 377189560, 377189436, 369872302, 261170559, 261170558, 43510493, 2424399938, 261170556, 261170554, 43513140, 369882174, 258967486, 917879910, 918512685, 354053097, 346054074, 261170547, 4909750702, 261119854, 261170545, 261170544, 261170543, 261170542, 261163631, 261170541, 261170540, 261170539, 261170538, 261170537, 261170535, 9223647485, 9223647487, 9223647482, 261170710, 261170711, 261170712, 261170714, 261143241, 261170715, 261170716, 862995681, 862995682, 862995683, 315402702, 261198987, 261141988]",261125685,261141988,15356,908,908,270219739,2788263,84306978,20250703,t12z
"[261268561, 261268559, 261254767, 256170778, 256170712, 261125677, 261160027, 261156223, 256170711, 261311246, 289549880, 105254030, 261308456, 287487748, 287487813, 256170709, 256170708, 261295044, 287486474, 287486493, 287486475, 256170706, 7786136948, 7786136953, 369630790, 266649142, 310319149, 26703426, 9194526721, 26703434, 26703435, 26703510, 26703625, 26703636, 287237745, 26703638, 8499816162, 26703640, 26703646, 26703648, 26703650, 26704169, 2998824568, 250755950, 26703907, 2998820403, 26703916, 26703891, 25779161, 739968328, 309816217, 261102963, 261252008, 261324395, 418158489, 418158488, 418158486, 418158485, 418158483, 261186115, 261183554, 261265772, 261265774, 4334524495, 261265775, 261207548, 4334524493]",261268561,4334524493,15215,816,816,243133698,2611618,75546181,20250703,t12z
"[305898860, 305898859, 305898857, 4081947017, 305898855, 305898854, 305898751, 305898851, 305898846, 305898845, 305898844, 4081947339, 305911655, 4081872088, 4081947337, 4081947336, 4081947335, 256170703, 306083048, 261250179, 306084604, 306084612, 256170556, 9194526725, 263372855, 263372613, 26703434, 26703435, 26703510, 26703625, 26703636, 287237745, 26703638, 8499816162, 26703640, 26703646, 26703648, 26703650, 26704169, 2998824568, 250755950, 6230333912, 102705582, 263351673, 261228196, 349125506, 369873718, 263903416, 261222114, 261295952, 261295950, 261258794, 261295947, 13023053548, 9194897457, 13023053547, 261222751, 261295945, 369872255, 4255766658, 1764470748, 1764470751, 1764470740, 1764470743, 469196393, 261275859, 346052327, 346052328, 261245317, 48989843, 261119850, 48989844, 365019669, 365019673, 261215887, 261163628, 261199536, 261199531, 261252020, 261295935, 261198402, 261258139, 258965768, 261265781]",305898860,261265781,12636,770,770,229513217,2465082,71492485,20250703,t12z
"[1370022134, 257168816, 257168831, 257168963, 257110949, 257173292, 2447758381, 257110950, 2869202036, 26794602, 2869210430, 26794585, 26794629, 26794549, 250278876, 262227313, 307937787, 4387385670, 308430986, 263901688, 250278879, 308430985, 308430981, 2662779626, 26817980, 308441090, 308441085, 308441076, 308441105, 308441083, 250278943, 309802308, 2480840766, 2401539881, 2480840763, 5891205778, 5891205999, 12177603203, 12177263316, 5891205992, 5891205773, 9234140510, 5891205771, 5891205768, 263351194, 13115829501, 263353496, 26703907, 2998820403, 26703916, 26703891, 25779161, 739968328, 309816217, 261102963, 261252008, 261324395, 418158489, 261306283, 261198375, 261258120, 262348632, 739187928, 262348596, 261214838, 11917017521, 261214836]",1370022134,261214836,10060,723,723,215426194,2365983,67562041,20250703,t12z
"[261172272, 261172273, 293816286, 306046442, 306046426, 306046420, 261235213, 261268617, 261134270, 261129968, 306047306, 306047307, 306047308, 10058337707, 306047309, 7413126429, 306047302, 6877560033, 263985422, 307943367, 306057289, 306057301, 4332490274, 12237090031, 1475142953, 1475142967, 1475142963, 1475142950, 1475142964, 1475142956, 1475142965, 1475142942, 1475142961, 4081947054, 1475142955, 1475142945, 1475142977, 1475142960, 1475142943, 1475142944, 1475142976, 1475142954, 1475142971, 1475142958, 263372990, 256170556, 263372924, 11330287170, 409178838, 369631051, 369631024, 369631021, 369631002, 369630968, 369630931, 369630921, 261194267, 369630920, 9159603376, 369630919, 157719711, 316309147, 365061608, 12379462011, 12379462006, 316319260, 316324910, 316325745, 316325766, 316325886, 256170566, 317747338, 317747461, 316328114, 317749784, 317749777, 317750132, 317749680, 317750090, 157719704, 348167529, 845883305, 12379450100, 348167785, 348167897, 348168258, 348168276, 12379405633, 348168287, 294178233, 440907217, 440907340, 440907517, 12379405627, 12379405626, 12379405621, 440907587, 440912017, 157738013, 845883350, 4335994222, 12379405620, 4335994221, 440911721, 845883405, 315399580, 12379405612, 294178151, 315399721, 315399785, 12488799120, 294177965, 315398303, 315398373, 315398374, 294177835, 845887255, 4332497521, 294177760, 294177671, 294177641, 294177583, 294177629, 294177430, 10976515169, 368016410, 314782297, 157737999, 314782345, 314782378, 261207114, 364998447, 364998429, 261119844, 261259456, 364998390, 6489536423, 364998375, 364998372, 364999232, 1369171980, 12488799128, 261259450, 261198410, 261258132, 261137218, 5405774428, 261259448, 551436855, 551436826, 261221018, 551436882, 551437001, 551437316, 551437163, 261269407, 261269409, 261218165, 261269411, 261260763]",261172272,261260763,14935,1131,1131,336858226,3516353,104549076,20250703,t12z
"[261210829, 256170699, 261104272, 261101577, 261101582, 306057289, 261293487, 261286559, 261181657, 307942323, 261139115, 261303067, 261224591, 308435977, 261185505, 261313408, 261233619, 261344710, 261145285, 261227612, 261102595, 6318015021, 261223351, 260098756, 26703648, 26703650, 26704169, 2998824568, 250755950, 26703907, 2998820403, 26703916, 26703891, 25779161, 739968328, 309816217, 25779173, 25779174, 4503178589, 4503178601, 709393461, 287261388, 418156652, 410791911, 369631694, 258020601, 7706487490, 7706487491, 265647254, 261177784]",261210829,261177784,10946,636,636,189520474,1995088,59390707,20250703,t12z
"[262163245, 26808042, 6235086156, 261180500, 261210059, 261210058, 26794546, 262227414, 28357795, 2447758369, 26794549, 1439714778, 26794627, 26794550, 26808648, 26794555, 26794556, 306045086, 26794558, 12244807466, 12244807465, 12244807464, 12244807431, 12244807428, 7413126429, 7413126428, 307940891, 307940886, 307940846, 11337127508, 307940832, 6969680327, 6969680316, 308435154, 7784238155, 9345003375, 12228522724, 7784238135, 7784238150, 7784238136, 7784238137, 7784238088, 7784238097, 7784238085, 7784238101, 7784238109, 263399268, 12228487119, 12228487117, 734844578, 366310702, 366310125, 296373826, 48991450, 8725822327, 296370790, 1594888735, 296370420, 296370597, 296369597, 296370896, 296370957, 296371089, 4255701177, 296371182, 296371197, 296371331, 377189560, 377189436, 369872302, 261170559, 261170558, 43510493, 2424399938, 261170556, 261170554, 43513140, 369882174, 258967486, 13032331591, 13032366949, 13032331588, 13032366990, 13032331594, 13032331595, 13032331597, 9506327662, 13032367084, 13032367094, 13032367109, 13032367127, 13032366904, 13032367130, 261114521, 1346008492, 4332627045, 261207092, 261245294, 261202194, 261119848, 261336479, 2470391253, 261163657, 261163479, 261163658, 3224387928, 261163659, 261163660, 261123897, 261163661, 261163662, 261157761, 261163663, 261163664, 261163665, 261118578, 261163666, 261163668, 261163669, 261163670, 261163671, 261250133, 261250131, 261250129, 261198391, 261137236, 261250123, 6464680667, 261212974, 261212973]",262163245,261212973,13577,1047,1047,311633635,3143362,97793756,20250703,t12z
"[257168832, 257168829, 26794608, 26794613, 257168818, 1370022157, 1316173488, 257168646, 26794614, 7324507927, 10080927065, 10080927066, 257169230, 257375160, 257167962, 257095285, 257114042, 26794487, 2650379781, 9922616964, 13176913353, 26794507, 11544798445, 11544798449, 11544798450, 26794514, 10845487575, 10845487578, 257973326, 26794523, 10845487567, 10845487570, 10845487559, 10845487562, 10845487551, 10845487554, 11544798461, 11544798465, 250755869, 250755865, 13151977790, 13151977793, 250755868, 10845363503, 258487909, 10845363495, 10845363498, 10845363486, 258487917, 250755854, 1638702869, 258964147, 258964179, 258964440, 250755884, 10845477611, 10845477614, 258964107, 269446333, 269446293, 269446276, 269446277, 269446278, 269446279, 269446281, 269446280, 269446290, 269446291, 269446289, 269446283, 736861662, 258965973, 258965974, 29411952, 29412102, 2291929241, 258965975]",257168832,258965975,10369,647,647,192639768,2099239,60575391,20250703,t12z
"[12237167296, 12237167295, 12237167294, 12237167299, 256170699, 261104272, 261101577, 261101582, 306057289, 306057301, 4332490274, 12237090031, 1475142953, 1475142967, 1475142963, 1475142950, 1475142964, 1475142956, 1475142965, 1475142942, 1475142961, 4081947054, 1475142955, 1475142945, 1475142977, 1475142960, 1475142943, 1475142944, 1475142976, 1475142954, 1475142971, 1475142958, 263372990, 256170556, 9194526725, 263372855, 263372613, 261160351, 261250167, 261250165, 261181609, 261250163, 158736266, 1286987023, 261250159, 261178084, 425580769, 261199734, 261139204, 261139259, 256171155, 318028685, 313441135, 256171157, 256171159, 261250154, 261145124, 261200366, 4083416912, 261223364, 367756530, 5586599461, 261191256, 256171163, 367756255, 4081947278, 261142609, 261142679, 4081947219, 261250102, 261250100, 261149697, 261250098, 4081947225, 261209740, 261250094, 3655147966, 13032428327, 261215999, 261250147, 261250144, 261250140, 5587068531, 261146874, 261207103, 261202213, 261250137, 261250135, 261163671, 261250133, 261250131, 261250129, 261198391, 261137236, 261250123, 261250121, 733198094, 261221010, 261204762, 261212970, 261221011, 261221013, 733197972, 261248414]",12237167296,261248414,11902,945,945,281576866,2836414,87660404,20250703,t12z
"[261212630, 261284522, 261284521, 261290613, 261185540, 261185539, 261185537, 305912057, 261185535, 306083048, 261250179, 306084604, 306084612, 256170556, 9194526725, 263372855, 263372613, 26703434, 26703435, 26703510, 26703625, 26703636, 287237745, 26703638, 8499816162, 26703640, 26703646, 26703648, 26703650, 260098503, 260098507, 260098559, 296373587, 48991450, 8725822327, 296370790, 1594888735, 296370420, 296370597, 296369597, 296370896, 296370957, 296371089, 4255701177, 296371182, 296371197, 296371331, 377189560, 377189436, 369872302, 261170559, 261170558, 43510493, 2424399938, 261170556, 261170554, 43513140, 369882174, 258967486, 917879910, 918512685, 354053097, 346054074, 261170547, 4909750702, 261119854, 261170545, 261170544, 261170543, 261170542, 261163631, 261170541, 261170540, 261170539, 261170538, 261170537, 261170535, 9223647485, 9223647487, 9223647482, 261170710, 261156571, 261132140]",261212630,261132140,11597,736,736,219260252,2303459,68419526,20250703,t12z
"[261156225, 261137091, 261156224, 261241271, 261270026, 261115421, 289549832, 261270025, 261210238, 261126497, 261270023, 287487912, 261164828, 256170708, 287486676, 287486914, 287487446, 369630898, 1316586904, 261164821, 261164820, 157719711, 316309147, 365061608, 12379462011, 12379462006, 316319260, 316324910, 316325745, 316325766, 316325886, 256170566, 317747338, 317747461, 316328114, 317749784, 317749777, 317750132, 317749680, 317750090, 157719704, 348167529, 845883305, 12379450100, 348167785, 348167897, 348168258, 348168276, 12379405633, 348168287, 294178233, 440907217, 440907340, 440907517, 12379405627, 12379405626, 12379405621, 440907587, 440912017, 157738013, 845883350, 4335994222, 12379405620, 4335994221, 440911721, 845883405, 315399580, 12379405612, 294178151, 315399721, 315399785, 12488799120, 294177965, 315398303, 315398373, 315398374, 294177835, 845887255, 4332497521, 294177760, 294177671, 294177641, 294177583, 294177629, 294177430, 10976515169, 368016410, 314782297, 157737999, 314782345, 314782378, 261207114, 364998447, 364998429, 261119844, 261259456, 364998390, 6489536423, 364998375, 364998372, 364999232, 1369171980, 12488799128, 261259450, 261198410, 261258132, 261137218, 5405774428, 261259448, 551436855, 551436826, 261221018, 551436882, 551437001, 551437316, 551437163, 261269407, 261269409, 261218165, 261269411]",261156225,261269411,11043,860,860,256164365,2582177,79448530,20250703,t12z
"[261137092, 261270021, 261201030, 261295044, 287486474, 287486493, 287486475, 256170706, 157719713, 287487414, 12379462063, 369630846, 369630897, 369630899, 369630905, 409169165, 369630918, 4332542839, 4332542838, 157719711, 316309147, 365061608, 12379462011, 12379462006, 316319260, 316324910, 316325745, 316325766, 316325886, 256170566, 317747338, 317747461, 316328114, 317749784, 317749777, 317750132, 317749680, 317750090, 157719704, 348167529, 845883305, 12379450100, 348167785, 348167897, 348168258, 348168276, 12379405633, 348168287, 294178233, 440907217, 440907340, 440907517, 12379405627, 12379405626, 12379405621, 440907587, 440912017, 157738013, 845883350, 4335994222, 12379405620, 4335994221, 440911721, 845883405, 315399580, 12379405612, 294178151, 315399721, 315399785, 12488799120, 294177965, 315398303, 315398373, 315398374, 294177835, 845887255, 4332497521, 294177760, 294177671, 294177641, 294177583, 294177629, 294177430, 10976515169, 368016410, 314782297, 157737999, 314782345, 314782378, 261207114, 364998447, 364998429, 261119844, 261259456, 364998390, 6489536423, 364998375, 364998372, 364999232, 1369171980, 12488799128, 261259450, 261198410, 261258132, 261137218, 5405774428, 261259448, 551436855, 551436826, 261221018, 551436882, 551437001, 551437316, 551437163, 737123209, 5970470817, 5970470811, 5970470809, 5970470808, 261117945, 261117947]",261137092,261117947,10229,778,778,231670188,2252067,72050559,20250703,t12z
"[261266709, 261266707, 261263804, 256170774, 256170767, 310337293, 365455010, 256170765, 310337391, 266720632, 266720640, 105254026, 266720646, 305906681, 305906582, 305906578, 288471023, 256170760, 288470906, 10278623786, 12459407682, 12236479205, 261160337, 256170759, 26699799, 26699807, 26703423, 310319149, 26703426, 9194526721, 26703434, 26703435, 26703510, 26703625, 26703636, 287237745, 26703638, 8499816162, 26703640, 6318015021, 261223351, 261191260, 261288995, 369649711, 369649712, 369649696, 369649681, 369649684, 261269650, 261177936, 261147066, 768249764, 366227803, 48991444, 261269095, 261142592, 261215675, 261202963, 261096028, 261305961, 261302980, 5337853369, 12236907330, 261305959, 13032366904, 13032367130, 261114521, 1346008492, 4332627045, 261207092, 261245294, 261202194, 261119848, 261336479, 2470391253, 261163657, 261252030, 261198380, 408447506, 261222791, 261092571, 261252885, 261248405, 261281946, 261221002, 2042815119, 261230330, 261143251]",261266709,261143251,14825,932,932,277536275,2875317,86327143,20250703,t12z
